strain,stage,hour,medianLength,medianWidth
dpy-1,L3,30,213,1.96666666666667
dpy-1,L3,30,206,1.94581280788177
dpy-1,L3,30,225,1.95431472081218
dpy-1,L3,30,213,2.06644155844156
dpy-1,L3,30,211.5,2.111261261261265
dpy-1,L3,30,209,1.95061728395062
dpy-1,L3,30,200,2.1
dpy-1,L3,30,217.5,1.9408866995073901
dpy-1,L3,30,215.5,1.912295560197995
dpy-1,L3,30,209,2.04803493449782
dpy-1,L3,30,220,1.99661016949153
dpy-1,L3,30,215,2.08016877637131
dpy-1,L3,30,216,1.941552511415525
dpy-1,L3,31,242.5,2.10003028926246
dpy-1,L3,31,231,2.0320172302244
dpy-1,L3,31,226,2.10569512561305
dpy-1,L3,31,216.5,2.0359967715899954
dpy-1,L3,31,212,2.1633214391911997
dpy-1,L3,31,220,2.17485005997601
dpy-1,L3,31,214,2.099880124670345
dpy-1,L3,31,226,2.14601769911504
dpy-1,L3,31,232,2.03719008264463
dpy-1,L3,31,213,2.029268292682925
dpy-1,L3,31,214,1.8478774505975148
dpy-1,L3,31,231.5,1.9352198487851449
dpy-1,L3,31,224,2.0561797752809
dpy-1,L3,31,209,2.13450292397661
dpy-1,L3,31,209,2.043446661739345
dpy-1,L3,31,223,2.08928571428571
dpy-1,L3,31,219.5,2.140563788111055
dpy-1,L3,31,219,2.00413223140496
dpy-1,L3,31,230.5,2.035157857604795
dpy-1,L3,31,223,2.08970099667774
dpy-1,L3,31,231.5,2.1532423805151097
dpy-1,L3,31,231,2.03418803418803
dpy-1,L3,32,222,2.13302752293578
dpy-1,L3,32,235,2.1956525677022
dpy-1,L3,32,230,2.15981735159817
dpy-1,L3,32,244,2.14193548387097
dpy-1,L3,32,231,2.2152466367713
dpy-1,L3,32,217,2.13953488372093
dpy-1,L3,32,251,2.04566210045662
dpy-1,L3,32,235.5,2.0939569038160553
dpy-1,L3,32,244.5,2.1595515970515997
dpy-1,L3,32,212,2.226121913668245
dpy-1,L3,32,235,2.074594134590205
dpy-1,L3,32,215,2.12565445026178
dpy-1,L3,32,217,2.06944444444444
dpy-1,L3,32,221,2.16412213740458
dpy-1,L3,32,236.5,2.103453502000565
dpy-1,L3,32,221,2.19531329081891
dpy-1,L3,32,236.5,2.21913089560148
dpy-1,L3,32,224,2.34615384615385
dpy-1,L3,32,233,2.215305692427385
dpy-1,L3,32,225,2.26489265814487
dpy-1,L3,32,214,2.22897196261682
dpy-1,L3,32,224,2.16901408450704
dpy-1,L4,33,240,2.2414612895195454
dpy-1,L4,33,253,2.3448275862069
dpy-1,L4,33,223,2.18990742831339
dpy-1,L4,33,226,2.26537185865544
dpy-1,L4,33,229,2.3063829787234
dpy-1,L4,33,227,2.133185784479835
dpy-1,L4,33,234,2.33181818181818
dpy-1,L4,33,238.5,2.324983078779315
dpy-1,L4,33,244,2.2289156626506
dpy-1,L4,33,248.5,2.18950251702695
dpy-1,L4,33,224,2.21973094170404
dpy-1,L4,33,225.5,2.0877155841589747
dpy-1,L4,33,235,2.14529914529915
dpy-1,L4,33,236,2.20289855072464
dpy-1,L4,33,237,2.30742049469965
dpy-1,L4,33,232,2.25
dpy-1,L4,33,236,2.27585483958232
dpy-1,L4,33,222,2.127527288104235
dpy-1,L4,33,255,2.24200913242009
dpy-1,L4,33,245,2.22387365865627
dpy-1,L4,33,228.5,2.2740057130301
dpy-1,L4,33,232,2.23376623376623
dpy-1,L4,34,250.5,2.52404689608637
dpy-1,L4,34,245.5,2.41440971268472
dpy-1,L4,34,243,2.28861788617886
dpy-1,L4,34,246.5,2.38429722750362
dpy-1,L4,34,244,2.51170960187354
dpy-1,L4,34,256,2.34722222222222
dpy-1,L4,34,232,2.344876884212865
dpy-1,L4,34,229,2.35555555555556
dpy-1,L4,34,219,2.42009132420091
dpy-1,L4,34,250.5,2.3780707685373
dpy-1,L4,34,237,2.33195592286501
dpy-1,L4,34,246,2.40948275862069
dpy-1,L4,34,252,2.496
dpy-1,L4,34,246,2.3864412568306
dpy-1,L4,34,249.5,2.471573023828365
dpy-1,L4,34,248,2.43233082706767
dpy-1,L4,34,265,2.41630901287554
dpy-1,L4,34,260,2.53846153846154
dpy-1,L4,34,246.5,2.42686930181894
dpy-1,L4,34,244,2.37606837606838
dpy-1,L4,34,249,2.4029304029304
dpy-1,L4,34,231.5,2.384684684684685
dpy-1,L4,35,260,2.62910798122066
dpy-1,L4,35,252,2.64609053497942
dpy-1,L4,35,252,2.6463768115942
dpy-1,L4,35,266.5,2.47375631313131
dpy-1,L4,35,242,2.46902654867257
dpy-1,L4,35,237,2.66502463054187
dpy-1,L4,35,241,2.47967479674797
dpy-1,L4,35,258.5,2.4208907101017347
dpy-1,L4,35,257.5,2.5455292286406053
dpy-1,L4,35,251,2.65827338129496
dpy-1,L4,35,243,2.63786008230453
dpy-1,L4,35,269,2.46468401486989
dpy-1,L4,35,267,2.59734513274336
dpy-1,L4,35,253,2.5
dpy-1,L4,35,269,2.44247787610619
dpy-1,L4,35,274,2.525
dpy-1,L4,35,276.5,2.559970651838125
dpy-1,L4,35,261,2.498284046443005
dpy-1,L4,35,262,2.56870229007634
dpy-1,L4,35,260.5,2.52260760151538
dpy-1,L4,35,245,2.457598026962625
dpy-1,L4,35,269,2.5593220338983
dpy-1,L4,36,249,2.655963598812445
dpy-1,L4,36,253.5,2.646927913346615
dpy-1,L4,36,256.5,2.57142857142857
dpy-1,L4,36,265,2.69259259259259
dpy-1,L4,36,254,2.57438016528926
dpy-1,L4,36,240,2.41697177726926
dpy-1,L4,36,254,2.5831779102033403
dpy-1,L4,36,260,2.5942307692307702
dpy-1,L4,36,247,2.54615384615385
dpy-1,L4,36,257.5,2.578374003984065
dpy-1,L4,36,253,2.64502681902985
dpy-1,L4,36,254.5,2.619860128075495
dpy-1,L4,36,258,2.80141843971631
dpy-1,L4,36,264,2.59848484848485
dpy-1,L4,36,241,2.59751037344398
dpy-1,L4,36,253,2.51739130434783
dpy-1,L4,36,248.5,2.63775406504065
dpy-1,L4,36,255,2.712890625
dpy-1,L4,36,241,2.4578313253012
dpy-1,L4,36,253.5,2.5452100077780697
dpy-1,L4,36,244,2.54008438818565
dpy-1,L4,36,238,2.33193277310924
dpy-1,L4,37,261,2.728785644822285
dpy-1,L4,37,258,2.76113360323887
dpy-1,L4,37,248,2.7406015037594
dpy-1,L4,37,251,2.53784860557769
dpy-1,L4,37,268,2.7910447761194
dpy-1,L4,37,260,2.6410460457713647
dpy-1,L4,37,258,2.66792452830189
dpy-1,L4,37,264,2.859375
dpy-1,L4,37,248.5,2.6773767327046
dpy-1,L4,37,263.5,2.7798303229337753
dpy-1,L4,37,271,2.7410358565737
dpy-1,L4,37,263.5,2.7479112647652
dpy-1,L4,37,257,2.7155020080321304
dpy-1,L4,37,260,2.73461538461538
dpy-1,L4,37,256.5,2.68196837749367
dpy-1,L4,37,259,2.71052631578947
dpy-1,L4,37,259,2.72416298535224
dpy-1,L4,37,263,2.7587209302325597
dpy-1,L4,37,256.5,2.5437783114948447
dpy-1,L4,37,252,2.66791044776119
dpy-1,L4,37,257,2.61960784313725
dpy-1,L4,37,256.5,2.5574385943579747
dpy-1,L4,38,262,2.69847328244275
dpy-1,L4,38,259,2.810011312217195
dpy-1,L4,38,258,2.59183673469388
dpy-1,L4,38,266,2.71887550200803
dpy-1,L4,38,265.5,2.717398706162755
dpy-1,L4,38,270,2.78888888888889
dpy-1,L4,38,261,2.579291126649305
dpy-1,L4,38,264.5,2.653251719041195
dpy-1,L4,38,262,2.74809160305344
dpy-1,L4,38,262.5,2.67308959156785
dpy-1,L4,38,251,2.74551330798479
dpy-1,L4,38,265,2.70043809310528
dpy-1,L4,38,258,2.62452107279693
dpy-1,L4,38,262,2.74181818181818
dpy-1,L4,38,263,2.67729083665339
dpy-1,L4,38,271,2.58419243986254
dpy-1,L4,38,264,2.64230769230769
dpy-1,L4,38,260,2.69230769230769
dpy-1,L4,38,265,2.7593984962406
dpy-1,L4,38,268,2.685714907697665
dpy-1,L4,38,268,2.6610026560425
dpy-1,L4,38,264,2.62886068421124
dpy-1,L4,39,263.5,2.798188321844405
dpy-1,L4,39,262,2.70671378091873
dpy-1,L4,39,260.5,2.613561751514315
dpy-1,L4,39,267,2.72792642375093
dpy-1,L4,39,263,2.69201520912548
dpy-1,L4,39,260,2.73076923076923
dpy-1,L4,39,254,2.80632411067194
dpy-1,L4,39,269,2.72284644194757
dpy-1,L4,39,265.5,2.73164705882353
dpy-1,L4,39,253,2.82022471910112
dpy-1,L4,39,277,2.7053161586466548
dpy-1,L4,39,266,2.74169741697417
dpy-1,L4,39,252.5,2.784858182730925
dpy-1,L4,39,264.5,2.7551931353346397
dpy-1,L4,39,258.5,2.640417515903895
dpy-1,L4,39,252,2.595573105785525
dpy-1,L4,39,260.5,2.575958136792455
dpy-1,L4,39,261.5,2.62393521926596
dpy-1,L4,39,263,2.68604651162791
dpy-1,L4,39,263.5,2.741509433962265
dpy-1,L4,39,264.5,2.60760642313723
dpy-1,L4,39,264,2.74621212121212
dpy-1,L4,40,264,2.76893939393939
dpy-1,L4,40,262,2.61157024793388
dpy-1,L4,40,265,2.69433962264151
dpy-1,L4,40,249,2.71314741035857
dpy-1,L4,40,262.5,2.69078613157226
dpy-1,L4,40,255.5,2.72568062294796
dpy-1,L4,40,268,2.65234375
dpy-1,L4,40,253,2.824
dpy-1,L4,40,251,2.71206225680934
dpy-1,L4,40,264,2.752445345954475
dpy-1,L4,40,248,2.7246951219512203
dpy-1,L4,40,277,2.82397003745318
dpy-1,L4,40,259.5,2.77476247203417
dpy-1,L4,40,258,2.76823391879562
dpy-1,L4,40,273,2.85920577617329
dpy-1,L4,40,265,2.6369175627240153
dpy-1,L4,40,259,2.68181818181818
dpy-1,L4,40,260,2.77606177606178
dpy-1,L4,40,257,2.7300512130922403
dpy-1,L4,40,272,2.84751773049645
dpy-1,L4,40,273,2.73758865248227
dpy-1,L4,40,263,2.64547522750253
dpy-1,L4,41,276,3.134489426310985
dpy-1,L4,41,248,2.78137651821862
dpy-1,L4,41,259,2.77992277992278
dpy-1,L4,41,248,2.658482434373775
dpy-1,L4,41,261,3.007235590837675
dpy-1,L4,41,259,3.07722007722008
dpy-1,L4,41,255.5,2.77678175833914
dpy-1,L4,41,261.5,2.73494221717017
dpy-1,L4,41,259,2.8030888030888
dpy-1,L4,41,268,3.1658311051693397
dpy-1,L4,41,263,2.81318681318681
dpy-1,L4,41,260.5,2.83996973627324
dpy-1,L4,41,258,2.816
dpy-1,L4,41,268,3.05204460966543
dpy-1,L4,41,272.5,3.06885522781073
dpy-1,L4,41,267,3.13483146067416
dpy-1,L4,41,260,3.11481481481481
dpy-1,L4,41,257.5,2.958425582452385
dpy-1,L4,41,262,2.92996108949416
dpy-1,L4,41,268,3.053244255491445
dpy-1,L4,41,267,3.08088235294118
dpy-1,L4,41,262,2.63740458015267
dpy-1,L4,42,275,3.22614840989399
dpy-1,L4,42,266,2.95652173913043
dpy-1,L4,42,268,3.22426470588235
dpy-1,L4,42,277,3.231951563569325
dpy-1,L4,42,274,3.12306533072662
dpy-1,L4,42,272.5,3.040471064961375
dpy-1,L4,42,281,2.98901098901099
dpy-1,L4,42,272,3.12867647058824
dpy-1,L4,42,268.5,3.157625686523025
dpy-1,L4,42,280,3.18360655737705
dpy-1,L4,42,273,3.15018315018315
dpy-1,L4,42,270,2.99300699300699
dpy-1,L4,42,282.5,3.2104247104247152
dpy-1,L4,42,270,3.07272727272727
dpy-1,L4,42,278.5,3.08629415343196
dpy-1,L4,42,275,3.16096722822898
dpy-1,L4,42,275,3.146511316459085
dpy-1,L4,42,279.5,3.1809144329067047
dpy-1,L4,42,272,3.15438596491228
dpy-1,L4,42,268,2.94202898550725
dpy-1,L4,42,274.5,2.968515182707155
dpy-1,L4,42,273.5,3.26724184199227
dpy-5,L1,1,91.5,1.10969387755102
dpy-5,L1,1,102,1.135973597359735
dpy-5,L1,1,97.5,1.1193635382955751
dpy-5,L1,1,94,1.10526315789474
dpy-5,L1,1,93,1.1195652173913
dpy-5,L1,1,90,1.0457157784744
dpy-5,L1,1,97,1.140133204425825
dpy-5,L1,1,90,1.103927344133525
dpy-5,L1,1,97,1.13157894736842
dpy-5,L1,1,90,1.1054398465333
dpy-5,L1,1,93.5,1.102227011494255
dpy-5,L1,1,95,1.10526315789474
dpy-5,L1,1,95,1.13541666666667
dpy-5,L1,1,101,1.12497664860826
dpy-5,L1,1,91,1.122867073941435
dpy-5,L1,1,98,1.15740740740741
dpy-5,L1,1,92.5,1.15365168539326
dpy-5,L1,1,99,1.14814814814815
dpy-5,L1,1,94,1.08791208791209
dpy-5,L1,1,99.5,1.134665186829445
dpy-5,L1,1,97.5,1.1559027777777802
dpy-5,L1,1,92,1.14583333333333
dpy-5,L1,2,101,1.17054263565891
dpy-5,L1,2,99,1.13333333333333
dpy-5,L1,2,96,1.10206228956229
dpy-5,L1,2,87,1.03488372093023
dpy-5,L1,2,94,1.125
dpy-5,L1,2,88.5,1.0973730989531898
dpy-5,L1,2,96,1.11578947368421
dpy-5,L1,2,96,1.11111111111111
dpy-5,L1,2,100.5,1.15583649388959
dpy-5,L1,2,103,1.16379310344828
dpy-5,L1,2,98,1.1439333862014252
dpy-5,L1,2,99.5,1.153359683794465
dpy-5,L1,2,98,1.12621359223301
dpy-5,L1,2,96,1.11627906976744
dpy-5,L1,2,99,1.1250626566416
dpy-5,L1,2,99,1.16161616161616
dpy-5,L1,2,100,1.12121212121212
dpy-5,L1,2,98,1.127708333333335
dpy-5,L1,2,94.5,1.1268810554524848
dpy-5,L1,2,105,1.15789473684211
dpy-5,L1,2,98,1.11224489795918
dpy-5,L1,2,99,1.11428571428571
dpy-5,L1,3,98,1.130461165048545
dpy-5,L1,3,87.5,1.100499375780275
dpy-5,L1,3,100,1.09459459459459
dpy-5,L1,3,94,1.1099033816425101
dpy-5,L1,3,98,1.1166753517457
dpy-5,L1,3,97,1.11428571428571
dpy-5,L1,3,94.5,1.084055528807575
dpy-5,L1,3,100,1.104295774647885
dpy-5,L1,3,102,1.13274336283186
dpy-5,L1,3,101.5,1.12872549019608
dpy-5,L1,3,99,1.133136717927115
dpy-5,L1,3,101,1.10204081632653
dpy-5,L1,3,94,1.07070707070707
dpy-5,L1,3,100.5,1.13299319727891
dpy-5,L1,3,96,1.09677419354839
dpy-5,L1,3,99.5,1.13752141633352
dpy-5,L1,3,96,1.10309278350515
dpy-5,L1,3,102.5,1.119322033898305
dpy-5,L1,3,97,1.12037037037037
dpy-5,L1,3,97,1.14893617021277
dpy-5,L1,3,103,1.112457118353345
dpy-5,L1,3,98,1.125177978168015
dpy-5,L1,4,105,1.15044247787611
dpy-5,L1,4,104,1.212881022615535
dpy-5,L1,4,105,1.15929203539823
dpy-5,L1,4,103.5,1.140909090909095
dpy-5,L1,4,102.5,1.166682687686245
dpy-5,L1,4,107.5,1.151662174303685
dpy-5,L1,4,108,1.18269230769231
dpy-5,L1,4,105,1.16190476190476
dpy-5,L1,4,110.5,1.16749482401656
dpy-5,L1,4,106,1.17723300970874
dpy-5,L1,4,104,1.16326530612245
dpy-5,L1,4,99.5,1.17343137254902
dpy-5,L1,4,108.5,1.13650129152935
dpy-5,L1,4,105,1.17045454545455
dpy-5,L1,4,106,1.13067226890756
dpy-5,L1,4,104.5,1.182701202590195
dpy-5,L1,4,108,1.13540642412324
dpy-5,L1,4,102.5,1.142809139784945
dpy-5,L1,4,100,1.14352260468765
dpy-5,L1,4,107,1.156598345918735
dpy-5,L1,4,106,1.15094339622642
dpy-5,L1,4,102,1.13725490196078
dpy-5,L1,5,105,1.1893359937922598
dpy-5,L1,5,108.5,1.172301136363635
dpy-5,L1,5,112,1.20689655172414
dpy-5,L1,5,107,1.20373489201506
dpy-5,L1,5,108,1.20909090909091
dpy-5,L1,5,109,1.20183486238532
dpy-5,L1,5,108,1.19387755102041
dpy-5,L1,5,108,1.21359223300971
dpy-5,L1,5,108.5,1.1832285115304
dpy-5,L1,5,108,1.18446601941748
dpy-5,L1,5,105,1.19047619047619
dpy-5,L1,5,111,1.21551724137931
dpy-5,L1,5,114.5,1.22591333899745
dpy-5,L1,5,109,1.22608695652174
dpy-5,L1,5,110,1.18032786885246
dpy-5,L1,5,104.5,1.1650829224563
dpy-5,L1,5,111,1.16528925619835
dpy-5,L1,5,109,1.20212765957447
dpy-5,L1,5,104,1.125
dpy-5,L1,5,114,1.21929824561404
dpy-5,L1,5,112.5,1.18929750117869
dpy-5,L1,5,112,1.23553876678877
dpy-5,L1,6,118,1.201000834028355
dpy-5,L1,6,112,1.134943639291465
dpy-5,L1,6,109,1.23214285714286
dpy-5,L1,6,115,1.201508620689655
dpy-5,L1,6,113,1.17924528301887
dpy-5,L1,6,110,1.173518055870995
dpy-5,L1,6,112.5,1.199786324786325
dpy-5,L1,6,116,1.23041439806413
dpy-5,L1,6,116.5,1.2353374836173
dpy-5,L1,6,108.5,1.1890078151546
dpy-5,L1,6,113,1.22641509433962
dpy-5,L1,6,113,1.2221269296741
dpy-5,L1,6,112,1.20720720720721
dpy-5,L1,6,117,1.20512820512821
dpy-5,L1,6,116.5,1.22485092040446
dpy-5,L1,6,118,1.22131147540984
dpy-5,L1,6,107.5,1.180053908355795
dpy-5,L1,6,116,1.232
dpy-5,L1,6,108.5,1.1520408163265299
dpy-5,L1,6,117.5,1.235485103132165
dpy-5,L1,6,112,1.22557354925776
dpy-5,L1,6,118,1.19811320754717
dpy-5,L1,7,108,1.32203389830508
dpy-5,L1,7,117,1.23140495867769
dpy-5,L1,7,117,1.22764227642276
dpy-5,L1,7,113,1.2874310129962598
dpy-5,L1,7,117,1.23711340206186
dpy-5,L1,7,117.5,1.21296153846154
dpy-5,L1,7,115,1.27350427350427
dpy-5,L1,7,111,1.264
dpy-5,L1,7,121,1.24563671622495
dpy-5,L1,7,122,1.27118644067797
dpy-5,L1,7,119,1.26949027786297
dpy-5,L1,7,106,1.24528301886792
dpy-5,L1,7,115,1.28455284552846
dpy-5,L1,7,123,1.2556099551203599
dpy-5,L1,7,115.5,1.2548070175438601
dpy-5,L1,7,123.5,1.2433206106870252
dpy-5,L1,7,121,1.23846153846154
dpy-5,L1,7,118,1.28571428571429
dpy-5,L1,7,119,1.25196850393701
dpy-5,L1,7,117.5,1.205042016806725
dpy-5,L1,7,119,1.24793388429752
dpy-5,L1,7,123,1.2421875
dpy-5,L1,8,106,1.29357798165138
dpy-5,L1,8,120,1.30833333333333
dpy-5,L1,8,124,1.34057971014493
dpy-5,L1,8,123,1.2792370231394599
dpy-5,L1,8,118.5,1.2807433628318599
dpy-5,L1,8,122,1.31707317073171
dpy-5,L1,8,121.5,1.305732048917125
dpy-5,L1,8,124.5,1.31603892027621
dpy-5,L1,8,118,1.35658914728682
dpy-5,L1,8,124.5,1.298828584883445
dpy-5,L1,8,121.5,1.27561219390305
dpy-5,L1,8,120,1.24478487614081
dpy-5,L1,8,122,1.30952380952381
dpy-5,L1,8,120,1.259350049026475
dpy-5,L1,8,132.5,1.312787613014995
dpy-5,L1,8,119.5,1.2704537815126051
dpy-5,L1,8,131,1.31578947368421
dpy-5,L1,8,124.5,1.342250772483335
dpy-5,L1,8,119,1.25954198473282
dpy-5,L1,8,122,1.22881355932203
dpy-5,L1,8,123,1.20610687022901
dpy-5,L1,8,119,1.245079365079365
dpy-5,L1,9,124,1.312378438455125
dpy-5,L1,9,129.5,1.3217647058823552
dpy-5,L1,9,124.5,1.32614409400124
dpy-5,L1,9,132,1.3030303030303
dpy-5,L1,9,135,1.27272727272727
dpy-5,L1,9,125,1.29050279329609
dpy-5,L1,9,126.5,1.322955784373105
dpy-5,L1,9,128,1.296875
dpy-5,L1,9,124,1.3373983739837398
dpy-5,L1,9,125,1.31914893617021
dpy-5,L1,9,131,1.3318946678321701
dpy-5,L1,9,126.5,1.268595041322315
dpy-5,L1,9,125,1.26760563380282
dpy-5,L1,9,125,1.337705436156765
dpy-5,L1,9,127,1.32824427480916
dpy-5,L1,9,123,1.36541387705417
dpy-5,L1,9,125,1.34883720930233
dpy-5,L1,9,124,1.28671328671329
dpy-5,L1,9,132,1.3448275862069
dpy-5,L1,9,124.5,1.2736747297992799
dpy-5,L1,9,120,1.3248532816454
dpy-5,L1,9,123.5,1.3541321171918148
dpy-5,L1,10,129,1.34586466165414
dpy-5,L1,10,130,1.34375
dpy-5,L1,10,128,1.3671875
dpy-5,L1,10,130,1.36363636363636
dpy-5,L1,10,136,1.3407407407407401
dpy-5,L1,10,128,1.34586466165414
dpy-5,L1,10,133,1.35
dpy-5,L1,10,123.5,1.3255813953488351
dpy-5,L1,10,134,1.35074626865672
dpy-5,L1,10,128,1.32203389830508
dpy-5,L1,10,123,1.35042735042735
dpy-5,L1,10,129,1.32352941176471
dpy-5,L1,10,132,1.35172413793103
dpy-5,L1,10,132,1.30145507654027
dpy-5,L1,10,134,1.357910447761195
dpy-5,L1,10,130,1.32889979338843
dpy-5,L1,10,129,1.27096774193548
dpy-5,L1,10,136,1.27305428384565
dpy-5,L1,10,130,1.31782945736434
dpy-5,L1,10,141,1.26241134751773
dpy-5,L1,10,127,1.29133858267717
dpy-5,L1,10,130.5,1.33045977011494
dpy-5,L1,11,135,1.4
dpy-5,L1,11,141.5,1.35829457364341
dpy-5,L1,11,134,1.4178777149500599
dpy-5,L1,11,138,1.3594994950061752
dpy-5,L1,11,130,1.3608227511950148
dpy-5,L1,11,139,1.313959099957775
dpy-5,L1,11,136,1.37226277372263
dpy-5,L1,11,135,1.37323943661972
dpy-5,L1,11,134.5,1.363068812430635
dpy-5,L1,11,140,1.37195156453347
dpy-5,L1,11,142.5,1.3778419437074052
dpy-5,L1,11,125,1.29457364341085
dpy-5,L1,11,149,1.40522875816993
dpy-5,L1,11,139,1.35652173913043
dpy-5,L1,11,144,1.40384615384615
dpy-5,L1,11,131.5,1.3335436250078851
dpy-5,L1,11,139.5,1.37112556995748
dpy-5,L1,11,142,1.32824427480916
dpy-5,L1,11,140,1.368527042577675
dpy-5,L1,11,142,1.3943661971831
dpy-5,L1,11,138,1.3791597567717
dpy-5,L1,11,132,1.34848484848485
dpy-5,L1,12,136,1.42957746478873
dpy-5,L1,12,144,1.429966425497705
dpy-5,L1,12,136,1.379452568428945
dpy-5,L1,12,134.5,1.37447823494335
dpy-5,L1,12,143.5,1.373617523891335
dpy-5,L1,12,137,1.40272363818091
dpy-5,L1,12,141.5,1.39780031028369
dpy-5,L1,12,147,1.48684210526316
dpy-5,L1,12,138,1.3678797468354449
dpy-5,L1,12,144,1.4488188976378
dpy-5,L1,12,143,1.39112459867177
dpy-5,L1,12,148,1.48076923076923
dpy-5,L1,12,141,1.46043165467626
dpy-5,L1,12,142.5,1.4497556066705
dpy-5,L1,12,142,1.3792501042970349
dpy-5,L1,12,141,1.41935483870968
dpy-5,L1,12,150.5,1.430530024509805
dpy-5,L1,12,138.5,1.396037868162695
dpy-5,L1,12,142.5,1.4280967425645499
dpy-5,L1,12,146,1.379883790823485
dpy-5,L1,12,134.5,1.41107581432839
dpy-5,L1,12,139,1.41350067842605
dpy-5,L1,13,148,1.4641812865497048
dpy-5,L1,13,142.5,1.44197405647787
dpy-5,L1,13,142.5,1.44170829170829
dpy-5,L1,13,148,1.46648338319722
dpy-5,L1,13,149.5,1.41441691477015
dpy-5,L1,13,156,1.46540880503145
dpy-5,L1,13,140,1.43571428571429
dpy-5,L1,13,130,1.41290322580645
dpy-5,L1,13,152,1.5
dpy-5,L1,13,149,1.44766333938294
dpy-5,L1,13,144,1.42857142857143
dpy-5,L1,13,143,1.40915125042823
dpy-5,L1,13,145,1.444864659150375
dpy-5,L1,13,147,1.41085271317829
dpy-5,L1,13,144,1.40789473684211
dpy-5,L1,13,151,1.4536815705944601
dpy-5,L1,13,149,1.42857142857143
dpy-5,L1,13,144,1.44202898550725
dpy-5,L1,13,158,1.47455792132804
dpy-5,L1,13,146,1.4469696969697
dpy-5,L1,13,145,1.44444444444444
dpy-5,L1,13,143,1.42446043165468
dpy-5,L2,14,138,1.48717948717949
dpy-5,L2,14,142,1.47183098591549
dpy-5,L2,14,142,1.47435897435897
dpy-5,L2,14,137,1.52628205128205
dpy-5,L2,14,139,1.516081569437275
dpy-5,L2,14,135.5,1.45
dpy-5,L2,14,149,1.4801920768307348
dpy-5,L2,14,143,1.44360380998312
dpy-5,L2,14,142,1.459117032392895
dpy-5,L2,14,145,1.4629485828387598
dpy-5,L2,14,141.5,1.49367088607595
dpy-5,L2,14,142,1.503270055633415
dpy-5,L2,14,141,1.53846153846154
dpy-5,L2,14,142,1.45394736842105
dpy-5,L2,14,142,1.4639393939393899
dpy-5,L2,14,148,1.4465413533834601
dpy-5,L2,14,144,1.44827586206897
dpy-5,L2,14,146.5,1.4825604838709698
dpy-5,L2,14,143,1.46153846153846
dpy-5,L2,14,133,1.47244094488189
dpy-5,L2,14,143,1.4547813463981152
dpy-5,L2,14,140,1.5
dpy-5,L2,15,134,1.38059701492537
dpy-5,L2,15,145,1.4746835443038
dpy-5,L2,15,143,1.550311938746575
dpy-5,L2,15,134,1.48684210526316
dpy-5,L2,15,145.5,1.49137931034483
dpy-5,L2,15,147,1.44897959183673
dpy-5,L2,15,140.5,1.5369498132207249
dpy-5,L2,15,141,1.52898550724638
dpy-5,L2,15,147,1.516233766233765
dpy-5,L2,15,141.5,1.544067336410535
dpy-5,L2,15,141,1.45112781954887
dpy-5,L2,15,141,1.45070422535211
dpy-5,L2,15,139,1.503706958097645
dpy-5,L2,15,148,1.49044585987261
dpy-5,L2,15,149,1.50340136054422
dpy-5,L2,15,139,1.52574973651432
dpy-5,L2,15,139.5,1.4578581037608949
dpy-5,L2,15,145,1.48387096774194
dpy-5,L2,15,141,1.4468085106383
dpy-5,L2,15,152,1.451305489376185
dpy-5,L2,15,142.5,1.482905982905985
dpy-5,L2,15,140,1.48936170212766
dpy-5,L2,16,134,1.419647988505745
dpy-5,L2,16,141,1.38620689655172
dpy-5,L2,16,131.5,1.395052316104945
dpy-5,L2,16,136,1.3282583235737
dpy-5,L2,16,140,1.38364779874214
dpy-5,L2,16,140,1.37142857142857
dpy-5,L2,16,137,1.401426446470115
dpy-5,L2,16,139,1.416460129310345
dpy-5,L2,16,140,1.37254901960784
dpy-5,L2,16,140,1.38129496402878
dpy-5,L2,16,136,1.34126984126984
dpy-5,L2,16,130,1.36150068051364
dpy-5,L2,16,128,1.390567428150335
dpy-5,L2,16,138.5,1.35016025641026
dpy-5,L2,16,137.5,1.4076555995532551
dpy-5,L2,16,143,1.37802819968425
dpy-5,L2,16,140,1.38375350140056
dpy-5,L2,16,133.5,1.41178229665072
dpy-5,L2,16,144,1.42982456140351
dpy-5,L2,16,132,1.4125878220140549
dpy-5,L2,16,142.5,1.360617797090495
dpy-5,L2,16,140,1.39375
dpy-5,L2,17,135,1.44444444444444
dpy-5,L2,17,131,1.425848265345025
dpy-5,L2,17,125,1.35537190082645
dpy-5,L2,17,136,1.42647058823529
dpy-5,L2,17,133,1.44137931034483
dpy-5,L2,17,134,1.36538461538462
dpy-5,L2,17,129,1.38793103448276
dpy-5,L2,17,133,1.33333333333333
dpy-5,L2,17,136,1.41059602649007
dpy-5,L2,17,134,1.37323943661972
dpy-5,L2,17,129.5,1.37463473053892
dpy-5,L2,17,137.5,1.3640571707000149
dpy-5,L2,17,136,1.442669362992925
dpy-5,L2,17,132,1.37086092715232
dpy-5,L2,17,142,1.37012987012987
dpy-5,L2,17,132,1.40506329113924
dpy-5,L2,17,130,1.37121212121212
dpy-5,L2,17,136,1.41549295774648
dpy-5,L2,17,133,1.40909090909091
dpy-5,L2,17,135.5,1.37785547785548
dpy-5,L2,17,135,1.3109243697479
dpy-5,L2,17,130,1.4031007751938
