strain,stage,hour,medianLength,medianWidth
dpy-1,L1,7,115,1.24737548346357
dpy-1,L1,7,108,1.22935779816514
dpy-1,L1,7,116,1.23333333333333
dpy-1,L1,7,116.5,1.281732283464565
dpy-1,L1,7,115.5,1.217527833285755
dpy-1,L1,7,113,1.20689655172414
dpy-1,L1,7,121,1.2569474915898802
dpy-1,L1,7,113,1.21238938053097
dpy-1,L1,7,115,1.25409836065574
dpy-1,L1,7,108,1.235427671207485
dpy-1,L1,7,117,1.223212969786295
dpy-1,L1,8,116,1.29464285714286
dpy-1,L1,8,126,1.2716366158113699
dpy-1,L1,8,126.5,1.224848390607995
dpy-1,L1,8,118,1.3009587020648952
dpy-1,L1,8,110.5,1.239149560117305
dpy-1,L1,8,113.5,1.2764577013818652
dpy-1,L1,8,112,1.289190718732315
dpy-1,L1,8,118.5,1.297763906447535
dpy-1,L1,8,117,1.23893805309735
dpy-1,L1,8,111,1.326679841897235
dpy-1,L1,8,112,1.2624342419894798
dpy-1,L1,8,111,1.26733147187874
dpy-1,L1,8,121,1.27966101694915
dpy-1,L1,8,120.5,1.27385537013265
dpy-1,L1,8,113.5,1.303465346534655
dpy-1,L1,8,113,1.267662846365875
dpy-1,L1,8,120,1.318299881936245
dpy-1,L1,8,116,1.32347119123365
dpy-1,L1,8,121,1.2991452991453
dpy-1,L1,8,117,1.28205128205128
dpy-1,L1,8,112,1.31639761167625
dpy-1,L1,8,117.5,1.29531205471644
dpy-1,L1,9,115,1.34166666666667
dpy-1,L1,9,117,1.32704402515723
dpy-1,L1,9,119.5,1.3278655462184852
dpy-1,L1,9,126,1.26666666666667
dpy-1,L1,9,121,1.3739837398374
dpy-1,L1,9,115,1.290269764540775
dpy-1,L1,9,119.5,1.32301198836632
dpy-1,L1,9,123,1.25714285714286
dpy-1,L1,9,118.5,1.36669213139801
dpy-1,L1,9,130.5,1.288392857142855
dpy-1,L1,9,116,1.32173913043478
dpy-1,L1,9,120,1.30434782608696
dpy-1,L1,9,120.5,1.31170100767033
dpy-1,L1,9,121,1.22689075630252
dpy-1,L1,9,123,1.33673469387755
dpy-1,L1,9,127.5,1.28777704989628
dpy-1,L1,9,130.5,1.29876429738562
dpy-1,L1,9,122,1.3098064106632799
dpy-1,L1,9,129,1.30281690140845
dpy-1,L1,9,108,1.25954198473282
dpy-1,L1,9,132,1.30952380952381
dpy-1,L1,9,121,1.31404958677686
dpy-1,L1,10,132,1.40869565217391
dpy-1,L1,10,125,1.31034482758621
dpy-1,L1,10,125,1.34375
dpy-1,L1,10,133,1.38036809815951
dpy-1,L1,10,120,1.28461538461538
dpy-1,L1,10,132,1.30483153210426
dpy-1,L1,10,122,1.34188034188034
dpy-1,L1,10,123,1.39024390243902
dpy-1,L1,10,121,1.28099173553719
dpy-1,L1,10,110,1.33300395256917
dpy-1,L1,10,117,1.34306569343066
dpy-1,L1,10,119.5,1.3512046505112751
dpy-1,L1,10,117.5,1.339056742815035
dpy-1,L1,10,120,1.35398230088496
dpy-1,L1,10,126,1.33437214958954
dpy-1,L1,10,121,1.216
dpy-1,L1,10,128,1.34437086092715
dpy-1,L1,10,129,1.36842105263158
dpy-1,L1,10,125,1.34677419354839
dpy-1,L1,10,127,1.34090909090909
dpy-1,L1,10,128.5,1.304413657354835
dpy-1,L1,10,128,1.37190082644628
dpy-1,L1,11,135,1.35810810810811
dpy-1,L1,11,129.5,1.4170674559131848
dpy-1,L1,11,131,1.38805970149254
dpy-1,L1,11,132.5,1.3928944891770398
dpy-1,L1,11,131,1.38532110091743
dpy-1,L1,11,126.5,1.34358974358974
dpy-1,L1,11,130.5,1.3469772889959
dpy-1,L1,11,132,1.34134445880832
dpy-1,L1,11,130.5,1.3805262597208952
dpy-1,L1,11,129.5,1.3400951410125699
dpy-1,L1,11,134.5,1.3978488869863002
dpy-1,L1,11,131,1.35507246376812
dpy-1,L1,11,124,1.39097744360902
dpy-1,L1,11,138.5,1.35582426214791
dpy-1,L1,11,140,1.35357390700902
dpy-1,L1,11,133,1.34321895424837
dpy-1,L1,11,124,1.38260869565217
dpy-1,L1,11,128,1.37386987631039
dpy-1,L1,11,132,1.364522971854305
dpy-1,L1,11,132,1.32824427480916
dpy-1,L1,11,127.5,1.38011555127588
dpy-1,L1,11,136,1.3841059602649
dpy-1,L1,12,139.5,1.41576200903881
dpy-1,L1,12,125.5,1.338353413654615
dpy-1,L1,12,140,1.41176470588235
dpy-1,L1,12,136.5,1.4330708661417302
dpy-1,L1,12,131.5,1.3895571043165451
dpy-1,L1,12,147,1.40625
dpy-1,L1,12,138.5,1.39512961508248
dpy-1,L1,12,141,1.30872483221477
dpy-1,L1,12,150.5,1.48281499202552
dpy-1,L1,12,140,1.32994936098384
dpy-1,L1,12,135.5,1.404685221195915
dpy-1,L1,12,139,1.37777777777778
dpy-1,L1,12,135,1.42857142857143
dpy-1,L1,12,136.5,1.4336419753086451
dpy-1,L1,12,144,1.415485508779355
dpy-1,L1,12,137,1.40972222222222
dpy-1,L1,12,136,1.367397137745975
dpy-1,L1,12,144,1.40993788819876
dpy-1,L1,12,131.5,1.3840370156159598
dpy-1,L1,12,140,1.4068674698795198
dpy-1,L1,12,133.5,1.3635000000000002
dpy-1,L1,12,134,1.38571428571429
dpy-1,L1,13,151,1.395645555422025
dpy-1,L1,13,132,1.45111752335306
dpy-1,L1,13,147.5,1.4544881348160001
dpy-1,L1,13,138,1.41407407407407
dpy-1,L1,13,133,1.421875
dpy-1,L1,13,139,1.48225806451613
dpy-1,L1,13,139,1.4399914456800649
dpy-1,L1,13,145,1.47761194029851
dpy-1,L1,13,130.5,1.39102564102564
dpy-1,L1,13,138,1.3758389261745
dpy-1,L1,13,146,1.51006711409396
dpy-1,L1,13,143,1.41975308641975
dpy-1,L1,13,147,1.42011834319527
dpy-1,L1,13,138,1.39370078740157
dpy-1,L1,13,141.5,1.46239485403266
dpy-1,L1,13,141,1.35555748222646
dpy-1,L1,13,141.5,1.4285359184688051
dpy-1,L1,13,150,1.44231927013384
dpy-1,L1,13,149,1.38958235369555
dpy-1,L1,13,155,1.40441176470588
dpy-1,L1,13,142.5,1.41516775098865
dpy-1,L1,13,140,1.4344262295082
dpy-1,L2,14,134.5,1.43069900886802
dpy-1,L2,14,149,1.46987951807229
dpy-1,L2,14,162,1.52141768292683
dpy-1,L2,14,140,1.5177304964539
dpy-1,L2,14,152,1.47692307692308
dpy-1,L2,14,141,1.41984732824427
dpy-1,L2,14,141.5,1.488978417266185
dpy-1,L2,14,143,1.3416149068323
dpy-1,L2,14,138.5,1.4513454317897398
dpy-1,L2,14,141.5,1.462779973649535
dpy-1,L2,14,155.5,1.509114015976765
dpy-1,L2,14,152,1.57251908396947
dpy-1,L2,14,147,1.46376811594203
dpy-1,L2,14,143,1.55473165547558
dpy-1,L2,14,150.5,1.487933694663135
dpy-1,L2,14,152,1.60740206102891
dpy-1,L2,14,139,1.477266221374045
dpy-1,L2,14,145,1.48611111111111
dpy-1,L2,14,149,1.47019867549669
dpy-1,L2,14,141,1.44525547445255
dpy-1,L2,14,139,1.46052631578947
dpy-1,L2,14,147.5,1.558704370600755
dpy-1,L2,15,149.5,1.52353374233129
dpy-1,L2,15,149.5,1.56170499807272
dpy-1,L2,15,142,1.54929577464789
dpy-1,L2,15,149,1.54938271604938
dpy-1,L2,15,144,1.55663675011809
dpy-1,L2,15,156,1.54109589041096
dpy-1,L2,15,144.5,1.44626398946675
dpy-1,L2,15,147.5,1.463153087321885
dpy-1,L2,15,147,1.4791497975708499
dpy-1,L2,15,145,1.48387096774194
dpy-1,L2,15,157,1.53409090909091
dpy-1,L2,15,155,1.58392150111895
dpy-1,L2,15,154,1.59119496855346
dpy-1,L2,15,146.5,1.487704488255035
dpy-1,L2,15,155,1.47651006711409
dpy-1,L2,15,153,1.56209150326797
dpy-1,L2,15,147.5,1.48402255639098
dpy-1,L2,15,159,1.54140127388535
dpy-1,L2,15,144,1.47310533076429
dpy-1,L2,15,155,1.56329113924051
dpy-1,L2,15,151,1.54022988505747
dpy-1,L2,15,145,1.48888888888889
dpy-1,L2,16,150,1.44642857142857
dpy-1,L2,16,153,1.52287581699346
dpy-1,L2,16,152.5,1.416478137468635
dpy-1,L2,16,145.5,1.4654842342342351
dpy-1,L2,16,156,1.45595311830006
dpy-1,L2,16,143.5,1.379734848484845
dpy-1,L2,16,145.5,1.47166934189406
dpy-1,L2,16,149.5,1.54194913593793
dpy-1,L2,16,159,1.51515151515152
dpy-1,L2,16,155.5,1.46109428246876
dpy-1,L2,16,151,1.449760072805495
dpy-1,L2,16,155,1.52238805970149
dpy-1,L2,16,155,1.47552447552448
dpy-1,L2,16,156,1.56962025316456
dpy-1,L2,16,145,1.50075747142267
dpy-1,L2,16,148,1.41976516634051
dpy-1,L2,16,146,1.53614457831325
dpy-1,L2,16,154,1.525
dpy-1,L2,16,148,1.43080065035492
dpy-1,L2,16,154,1.46527777777778
dpy-1,L2,16,150.5,1.428758525254525
dpy-1,L2,16,152,1.421630172760145
dpy-1,L2,17,167.5,1.4687200660611048
dpy-1,L2,17,144,1.56668792517007
dpy-1,L2,17,145,1.49857142857143
dpy-1,L2,17,156,1.4229301476688252
dpy-1,L2,17,148,1.43165467625899
dpy-1,L2,17,141,1.4703947368421049
dpy-1,L2,17,154,1.42690058479532
dpy-1,L2,17,150,1.33774834437086
dpy-1,L2,17,163.5,1.47153421384054
dpy-1,L2,17,157,1.4559585492228
dpy-1,L2,17,161,1.48322147651007
dpy-1,L2,17,150,1.4909819272700648
dpy-1,L2,17,149.5,1.404796511627905
dpy-1,L2,17,143,1.49821023223328
dpy-1,L2,17,151,1.41007194244604
dpy-1,L2,17,152.5,1.434281426914945
dpy-1,L2,17,153,1.42424242424242
dpy-1,L2,17,162,1.45637583892617
dpy-1,L2,17,149,1.41572721298215
dpy-1,L2,17,151,1.41040462427746
dpy-1,L2,17,159,1.506120373397265
dpy-1,L2,17,153,1.42369233268356
dpy-1,L2,18,155,1.36363636363636
dpy-1,L2,18,160,1.42261904761905
dpy-1,L2,18,154,1.43093922651934
dpy-1,L2,18,157,1.42635658914729
dpy-1,L2,18,145,1.30263157894737
dpy-1,L2,18,140.5,1.3724935126209
dpy-1,L2,18,152,1.42487046632124
dpy-1,L2,18,149,1.35664335664336
dpy-1,L2,18,160,1.41558441558442
dpy-1,L2,18,150,1.39664378337147
dpy-1,L2,18,155,1.41290322580645
dpy-1,L2,18,161.5,1.41616465863454
dpy-1,L2,18,149,1.46308741662069
dpy-1,L2,18,157,1.397930194805195
dpy-1,L2,18,156,1.397549216552835
dpy-1,L2,18,163,1.45138888888889
dpy-1,L2,18,150.5,1.40166569257744
dpy-1,L2,18,151,1.4052362124898599
dpy-1,L2,18,148,1.40689655172414
dpy-1,L2,18,152.5,1.426293103448275
dpy-1,L2,18,149,1.40839101018742
dpy-1,L2,18,157,1.467198908474075
dpy-1,L2,19,151,1.4731940475017251
dpy-1,L2,19,155,1.42948717948718
dpy-1,L2,19,153,1.43137254901961
dpy-1,L2,19,150,1.41975308641975
dpy-1,L2,19,154,1.47741935483871
dpy-1,L2,19,153,1.409510930809105
dpy-1,L2,19,161.5,1.41470537336679
dpy-1,L2,19,153.5,1.51905744754042
dpy-1,L2,19,149,1.39982389937107
dpy-1,L2,19,142,1.50980392156863
dpy-1,L2,19,144,1.44897959183673
dpy-1,L2,19,157,1.45212765957447
dpy-1,L2,19,159,1.47222222222222
dpy-1,L2,19,163,1.50613704819277
dpy-1,L2,19,163,1.49079754601227
dpy-1,L2,19,153.5,1.44941332237593
dpy-1,L2,19,152,1.44525547445255
dpy-1,L2,19,161.5,1.442410714285715
dpy-1,L2,19,156,1.48936170212766
dpy-1,L2,19,156,1.44086795557384
dpy-1,L2,19,149,1.57142857142857
dpy-1,L2,19,150.5,1.441994069681245
dpy-1,L2,20,168.5,1.5280303030303002
dpy-1,L2,20,159,1.4635599462714999
dpy-1,L2,20,153,1.482395382395385
dpy-1,L2,20,148,1.41396373918829
dpy-1,L2,20,153,1.49693251533742
dpy-1,L2,20,154,1.48162393162393
dpy-1,L2,20,146,1.51748251748252
dpy-1,L2,20,156,1.53146853146853
dpy-1,L2,20,155,1.49677419354839
dpy-1,L2,20,148,1.51428571428571
dpy-1,L2,20,163,1.505035737491875
dpy-1,L2,20,158.5,1.4559356508875752
dpy-1,L2,20,154,1.47634778832434
dpy-1,L2,20,158,1.5054347826087
dpy-1,L2,20,166.5,1.41928958833467
dpy-1,L2,20,156.5,1.514150943396225
dpy-1,L2,20,162.5,1.50271065419325
dpy-1,L2,20,153.5,1.46298593879239
dpy-1,L2,20,156,1.46703296703297
dpy-1,L2,20,162.5,1.501711882092085
dpy-1,L2,20,164,1.547195512820515
dpy-1,L2,20,160,1.45806451612903
dpy-1,L2,21,164,1.52631578947368
dpy-1,L2,21,167,1.61176470588235
dpy-1,L2,21,170.5,1.6442855481920748
dpy-1,L2,21,157,1.56504868584816
dpy-1,L2,21,163,1.602255917159765
dpy-1,L2,21,154,1.49285714285714
dpy-1,L2,21,161.5,1.5605228574110601
dpy-1,L2,21,163,1.51072072072072
dpy-1,L2,21,164.5,1.49829931972789
dpy-1,L2,21,149,1.53237410071942
dpy-1,L2,21,162.5,1.50621185701831
dpy-1,L2,21,167,1.6175731497418249
dpy-1,L2,21,166,1.58333333333333
dpy-1,L2,21,169,1.57342657342657
dpy-1,L2,21,161,1.57575757575758
dpy-1,L2,21,172.5,1.5726539715217052
dpy-1,L2,21,161.5,1.5371323529411751
dpy-1,L2,21,169,1.54189944134078
dpy-1,L2,21,168,1.62
dpy-1,L2,21,170,1.5632183908046
dpy-1,L2,21,175,1.68478260869565
dpy-1,L2,21,146,1.47260273972603
dpy-1,L2,22,166.5,1.59936305732484
dpy-1,L2,22,179,1.631975867269985
dpy-1,L2,22,171.5,1.67211466865227
dpy-1,L2,22,168,1.67630057803468
dpy-1,L2,22,166,1.53926701570681
dpy-1,L2,22,172,1.65680473372781
dpy-1,L2,22,176.5,1.609793049116745
dpy-1,L2,22,170,1.62658227848101
dpy-1,L2,22,164.5,1.643112914776795
dpy-1,L2,22,167,1.627915500466485
dpy-1,L2,22,177.5,1.657279356298715
dpy-1,L2,22,169,1.63888888888889
dpy-1,L2,22,164.5,1.572299651567945
dpy-1,L2,22,166,1.64130434782609
dpy-1,L2,22,178,1.72058823529412
dpy-1,L2,22,182,1.55056179775281
dpy-1,L2,22,167.5,1.5562072336265902
dpy-1,L2,22,180,1.597971301335975
dpy-1,L2,22,153.5,1.5244944892823051
dpy-1,L2,22,165,1.53557422969188
dpy-1,L2,22,176,1.62209302325581
dpy-1,L2,22,184,1.54123711340206
dpy-1,L3,23,177,1.69615384615385
dpy-1,L3,23,177,1.66666666666667
dpy-1,L3,23,183.5,1.6135587431694
dpy-1,L3,23,180,1.60817805383023
dpy-1,L3,23,179,1.58229768786127
dpy-1,L3,23,181,1.79393939393939
dpy-1,L3,23,175,1.63068181818182
dpy-1,L3,23,173,1.695031712473575
dpy-1,L3,23,169,1.680807341515595
dpy-1,L3,23,186,1.6747572815534
dpy-1,L3,23,180.5,1.744829355221945
dpy-1,L3,23,188.5,1.67996006725515
dpy-1,L3,23,186,1.685534859876965
dpy-1,L3,23,190,1.642209484106305
dpy-1,L3,23,193,1.72941176470588
dpy-1,L3,23,176.5,1.7095663870865652
dpy-1,L3,23,173.5,1.72580329153605
dpy-1,L3,23,187,1.82272727272727
dpy-1,L3,23,184,1.71270718232044
dpy-1,L3,23,174,1.66031804733728
dpy-1,L3,23,186,1.6380192347043199
dpy-1,L3,23,184,1.67065868263473
dpy-1,L3,24,193,1.785169161314595
dpy-1,L3,24,188,1.78059787479196
dpy-1,L3,24,194.5,1.80245941957698
dpy-1,L3,24,188,1.76585365853659
dpy-1,L3,24,183,1.738275525158765
dpy-1,L3,24,189,1.89230769230769
dpy-1,L3,24,179,1.7567645035542299
dpy-1,L3,24,187,1.75454545454545
dpy-1,L3,24,176,1.674415584415585
dpy-1,L3,24,203,1.89054726368159
dpy-1,L3,24,192,1.818028298493145
dpy-1,L3,24,188,1.79012345679012
dpy-1,L3,24,186,1.78211322196746
dpy-1,L3,24,189,1.73604060913706
dpy-1,L3,24,179.5,1.661538461538465
dpy-1,L3,24,172,1.71676300578035
dpy-1,L3,24,184.5,1.740332002366165
dpy-1,L3,24,192,1.7424488290614102
dpy-1,L3,24,186,1.65093867334168
dpy-1,L3,24,186,1.77941176470588
dpy-1,L3,24,191,1.75961538461538
dpy-1,L3,24,192.5,1.66105449712007
dpy-1,L3,25,192,1.85714285714286
dpy-1,L3,25,196.5,1.7964802011313652
dpy-1,L3,25,189,1.84750566893424
dpy-1,L3,25,193,1.94202898550725
dpy-1,L3,25,202.5,1.806091370558375
dpy-1,L3,25,184,1.76585365853659
dpy-1,L3,25,197.5,1.88131816026553
dpy-1,L3,25,199,1.7672884869040901
dpy-1,L3,25,188,1.8394495412844
dpy-1,L3,25,183.5,1.80641025641026
dpy-1,L3,25,188,1.77173913043478
dpy-1,L3,25,194,1.88924408924409
dpy-1,L3,25,187,1.71958752093802
dpy-1,L3,25,188,1.93582887700535
dpy-1,L3,25,203.5,1.85251939584021
dpy-1,L3,25,192.5,1.7903685456214098
dpy-1,L3,25,193,1.82539682539683
dpy-1,L3,25,206.5,1.8175355450237
dpy-1,L3,25,187.5,1.69078212290503
dpy-1,L3,25,190.5,1.80506072874494
dpy-1,L3,25,195.5,1.7254557231424101
dpy-1,L3,25,199,1.65005690709916
dpy-1,L3,26,206,2.0093023255814
dpy-1,L3,26,212,2.015625
dpy-1,L3,26,209,1.89473684210526
dpy-1,L3,26,193,1.89473684210526
dpy-1,L3,26,190,1.85576923076923
dpy-1,L3,26,201,1.933510638297875
dpy-1,L3,26,194,1.98969072164948
dpy-1,L3,26,207,1.94910371318822
dpy-1,L3,26,210,1.97119341563786
dpy-1,L3,26,224,1.88524590163934
dpy-1,L3,26,204,1.87830687830688
dpy-1,L3,26,213,1.89473684210526
dpy-1,L3,26,215.5,1.9434539743727002
dpy-1,L3,26,219,1.950049364432925
dpy-1,L3,26,191,1.82587064676617
dpy-1,L3,26,199.5,1.86563909774436
dpy-1,L3,26,190,1.92477876106195
dpy-1,L3,26,199.5,1.93937908496732
dpy-1,L3,26,210,1.89765057113188
dpy-1,L3,26,203,1.935960591133
dpy-1,L3,26,208,1.93004115226337
dpy-1,L3,26,192.5,1.9137323943662001
dpy-1,L3,27,213,2.01923076923077
dpy-1,L3,27,222,1.987109529458285
dpy-1,L3,27,210,1.92477876106195
dpy-1,L3,27,209,1.80729166666667
dpy-1,L3,27,211,1.92962962962963
dpy-1,L3,27,209,1.91
dpy-1,L3,27,222,1.97747747747748
dpy-1,L3,27,198.5,1.9269669017905602
dpy-1,L3,27,210.5,1.94125910001466
dpy-1,L3,27,210,1.913111871934855
dpy-1,L3,27,206,1.92410714285714
dpy-1,L3,27,203,1.96
dpy-1,L3,27,222,1.92488262910798
dpy-1,L3,27,209.5,1.96978543428925
dpy-1,L3,27,225.5,1.94375
dpy-1,L3,27,210,1.89830508474576
dpy-1,L3,27,213,1.88689587292968
dpy-1,L3,27,206,1.94123180002577
dpy-1,L3,27,197,1.99043062200957
dpy-1,L3,27,220,1.9439461883408051
dpy-1,L3,27,218.5,1.91836590201076
dpy-1,L3,27,215.5,1.976948051948055
dpy-1,L3,28,217,2.08733624454148
dpy-1,L3,28,214,1.961402850712675
dpy-1,L3,28,209,1.9581736464357902
dpy-1,L3,28,206,2.02788844621514
dpy-1,L3,28,223,1.9272030651341
dpy-1,L3,28,240,2.05
dpy-1,L3,28,216.5,1.85997786211259
dpy-1,L3,28,216.5,1.9660112647209451
dpy-1,L3,28,213,1.98412698412698
dpy-1,L3,28,218,1.9349593495935
dpy-1,L3,28,215.5,1.91917349377027
dpy-1,L3,28,225.5,1.995522287862515
dpy-1,L3,28,207,1.8457689747768
dpy-1,L3,28,205,2.000315615054835
dpy-1,L3,28,205.5,1.936160543436665
dpy-1,L3,28,205,2.01290322580645
dpy-1,L3,28,201,2.01129943502825
dpy-1,L3,28,200,2.05128205128205
dpy-1,L3,28,219,1.953125
dpy-1,L3,28,211.5,1.9722004304708998
dpy-1,L3,28,219.5,1.988948056801195
dpy-1,L3,28,207,1.91814946619217
dpy-1,L3,29,228,2.01754385964912
dpy-1,L3,29,212.5,1.9232655444195799
dpy-1,L3,29,203,1.963141025641025
dpy-1,L3,29,206,1.94817927170868
dpy-1,L3,29,228,1.91666666666667
dpy-1,L3,29,216,1.8695652173913
dpy-1,L3,29,201,1.7981220657277
dpy-1,L3,29,218.5,1.912409700722395
dpy-1,L3,29,218,1.96554264544919
dpy-1,L3,29,212,1.9486749680715199
dpy-1,L3,29,212,1.887903092246905
dpy-1,L3,29,213,1.94387755102041
dpy-1,L3,29,225,1.99579831932773
dpy-1,L3,29,207,2.05555555555556
dpy-1,L3,29,254,1.93478260869565
dpy-1,L3,29,200,1.86649979937711
dpy-1,L3,29,208,1.94329896907216
dpy-1,L3,29,215.5,1.900029511583295
dpy-1,L3,29,221,2.02083333333333
dpy-1,L3,29,210,1.977033291192585
dpy-1,L3,29,212,1.893488372093025
dpy-1,L3,29,210,1.966645502645505
dpy-1,L3,30,208,1.91351943076081
dpy-1,L3,30,210,2.012
dpy-1,L3,30,207,2.2534330180042748
dpy-1,L3,30,220,1.86831275720165
dpy-1,L3,30,214,2.0091340592716698
dpy-1,L3,30,216.5,1.994971392812445
dpy-1,L3,30,210.5,1.96199331949084
dpy-1,L3,30,222.5,1.9717806041335448
dpy-1,L3,30,213,1.98095238095238
